"Edo","Nombre_Indicador","Fecha","Indicador","Limite_Inferior","Limite_Superior","sd","año"
"Ciudad de México","Ciudadanos no reconocidos y el domicilio es vivienda habitada",2012-01-01,2.22469,1.46682,2.98255,0.757865,2012
"Ciudad de México","Ciudadanos no reconocidos y el domicilio es predio no habitado",2012-01-01,0.55512,0.24088,0.86936,0.31424,2012
"Ciudad de México","Residentes en la sección de registro",2014-01-01,87.21324,84.80454,89.62193,2.408695,2014
"Ciudad de México","Residentes en el domicilio de registro",2014-01-01,78.07265,75.29172,80.85358,2.78093,2014
"Ciudad de México","Cambio de domicilio no reportado",2014-01-01,13.48764,11.32426,15.65103,2.163385,2014
"Ciudad de México","Cambio de domicilio no reportado al mismo municipio",2014-01-01,4.45263,3.07058,5.83469,1.382055,2014
"Ciudad de México","Cambio de domicilio no reportado a otro municipio dentro del mismo estado",2014-01-01,1.32045,0.40503,2.23586,0.915415,2014
"Ciudad de México","Cambio de domicilio no reportado a otro estado",2014-01-01,1.69618,0.80358,2.58877,0.892595,2014
"Ciudad de México","Cambio de domicilio no reportado a otro país",2014-01-01,0.21624,0,0.51743,0.258715,2014
"Ciudad de México","Destino del cambio no especificado",2014-01-01,5.80215,4.28349,7.32081,1.51866,2014
"Ciudad de México","Fallecidos con registro electoral",2014-01-01,0.92016,0.29943,1.54088,0.620725,2014
"Ciudad de México","Reconocidos que no han vivido en el domicilio",2014-01-01,0.88171,0.17999,1.58344,0.701725,2014
"Ciudad de México","Suspendidos de sus derechos politicos",2014-01-01,0,0,0,0,2014
"Ciudad de México","Residentes con domicilio mal ubicado",2014-01-01,3.1342,1.94787,4.32053,1.18633,2014
"Ciudad de México","Otra causa de no residencia en el domicilio de registro",2014-01-01,0.27499,0,0.60257,0.301285,2014
"Ciudad de México","Causa de no residencia no especificada",2014-01-01,3.22865,2.22903,4.22827,0.99962,2014
"Ciudad de México","Error en la sección del registro electoral",2014-01-01,3.76486,2.37955,5.15017,1.38531,2014
"Ciudad de México","Domicilios no localizados de los ciudadanos con registro electoral",2014-01-01,0.6719,0.06745,1.27635,0.60445,2014
"Ciudad de México","Ciudadanos no reconocidos con registro electoral",2014-01-01,4.10805,2.85411,5.36199,1.25394,2014
"Ciudad de México","Ciudadanos no reconocidos y el domicilio es vivienda habitada",2014-01-01,2.9602,1.87037,4.05003,1.08983,2014
"Ciudad de México","Ciudadanos no reconocidos y el domicilio es predio no habitado",2014-01-01,0.4877,0.12362,0.85179,0.364085,2014
"Ciudad de México","Residentes en la sección de registro",2015-01-01,87.21324,84.80454,89.62193,2.408695,2015
"Ciudad de México","Residentes en el domicilio de registro",2015-01-01,78.07265,75.29172,80.85358,2.78093,2015
"Ciudad de México","Cambio de domicilio no reportado",2015-01-01,13.48764,11.32426,15.65103,2.163385,2015
"Ciudad de México","Cambio de domicilio no reportado al mismo municipio",2015-01-01,4.45263,3.07058,5.83469,1.382055,2015
"Ciudad de México","Cambio de domicilio no reportado a otro municipio dentro del mismo estado",2015-01-01,1.32045,0.40503,2.23586,0.915415,2015
"Ciudad de México","Cambio de domicilio no reportado a otro estado",2015-01-01,1.69618,0.80358,2.58877,0.892595,2015
"Ciudad de México","Cambio de domicilio no reportado a otro país",2015-01-01,0.21624,0,0.51743,0.258715,2015
"Ciudad de México","Destino del cambio no especificado",2015-01-01,5.80215,4.28349,7.32081,1.51866,2015
"Ciudad de México","Fallecidos con registro electoral",2015-01-01,0.92016,0.29943,1.54088,0.620725,2015
"Ciudad de México","Reconocidos que no han vivido en el domicilio",2015-01-01,0.88171,0.17999,1.58344,0.701725,2015
"Ciudad de México","Suspendidos de sus derechos politicos",2015-01-01,0,0,0,0,2015
"Ciudad de México","Residentes con domicilio mal ubicado",2015-01-01,3.1342,1.94787,4.32053,1.18633,2015
"Ciudad de México","Otra causa de no residencia en el domicilio de registro",2015-01-01,0.27499,0,0.60257,0.301285,2015
"Ciudad de México","Causa de no residencia no especificada",2015-01-01,3.22865,2.22903,4.22827,0.99962,2015
"Ciudad de México","Error en la sección del registro electoral",2015-01-01,3.76486,2.37955,5.15017,1.38531,2015
"Ciudad de México","Domicilios no localizados de los ciudadanos con registro electoral",2015-01-01,0.6719,0.06745,1.27635,0.60445,2015
"Ciudad de México","Ciudadanos no reconocidos con registro electoral",2015-01-01,4.10805,2.85411,5.36199,1.25394,2015
"Ciudad de México","Ciudadanos no reconocidos y el domicilio es vivienda habitada",2015-01-01,2.9602,1.87037,4.05003,1.08983,2015
"Ciudad de México","Ciudadanos no reconocidos y el domicilio es predio no habitado",2015-01-01,0.4877,0.12362,0.85179,0.364085,2015
"Ciudad de México","Residentes en la sección de registro",2017-01-01,87.90071,86.20464,89.59677,1.696065,2017
"Ciudad de México","Residentes en el domicilio de registro",2017-01-01,80.87406,78.80488,82.94324,2.06918,2017
"Ciudad de México","Cambio de domicilio no reportado",2017-01-01,11.9049,10.05145,13.75835,1.85345,2017
"Ciudad de México","Cambio de domicilio no reportado al mismo municipio",2017-01-01,2.79181,1.79446,3.78917,0.997355,2017
"Ciudad de México","Cambio de domicilio no reportado a otro municipio dentro del mismo estado",2017-01-01,1.96996,1.12166,2.81827,0.848305,2017
"Ciudad de México","Cambio de domicilio no reportado a otro estado",2017-01-01,1.91063,1.33662,2.48464,0.57401,2017
"Ciudad de México","Cambio de domicilio no reportado a otro país",2017-01-01,0.17428,0,0.36698,0.18349,2017
"Ciudad de México","Destino del cambio no especificado",2017-01-01,5.0582,3.72982,6.38659,1.328385,2017
"Ciudad de México","Fallecidos con registro electoral",2017-01-01,1.33884,0.83464,1.84304,0.5042,2017
"Ciudad de México","Reconocidos que no han vivido en el domicilio",2017-01-01,0.57767,0.22519,0.93015,0.35248,2017
"Ciudad de México","Suspendidos de sus derechos politicos",2017-01-01,0,0,0,0,2017
"Ciudad de México","Residentes con domicilio mal ubicado",2017-01-01,2.43162,1.64872,3.21452,0.7829,2017
"Ciudad de México","Otra causa de no residencia en el domicilio de registro",2017-01-01,0.28746,0.04575,0.52918,0.241715,2017
"Ciudad de México","Causa de no residencia no especificada",2017-01-01,2.58545,1.79933,3.37157,0.78612,2017
"Ciudad de México","Error en la sección del registro electoral",2017-01-01,3.21009,2.25889,4.16129,0.9512,2017
"Ciudad de México","Domicilios no localizados de los ciudadanos con registro electoral",2017-01-01,0.6313,0.24851,1.01408,0.382785,2017
"Ciudad de México","Ciudadanos no reconocidos con registro electoral",2017-01-01,3.39141,2.41557,4.36725,0.97584,2017
"Ciudad de México","Ciudadanos no reconocidos y el domicilio es vivienda habitada",2017-01-01,2.2993,1.5268,3.0718,0.7725,2017
"Ciudad de México","Ciudadanos no reconocidos y el domicilio es predio no habitado",2017-01-01,0.46896,0.18905,0.74888,0.279915,2017
"Ciudad de México","Residentes en la sección de registro",2018-01-01,88.79484,87.95814,89.63155,0.836705000000002,2018
"Ciudad de México","Residentes en el domicilio de registro",2018-01-01,79.29219,78.2472,80.33718,1.04499,2018
"Ciudad de México","Cambio de domicilio no reportado",2018-01-01,14.07099,13.17843,14.96355,0.89256,2018
"Ciudad de México","Cambio de domicilio no reportado al mismo municipio",2018-01-01,2.29597,1.92532,2.66663,0.370655,2018
"Ciudad de México","Cambio de domicilio no reportado a otro municipio dentro del mismo estado",2018-01-01,2.04034,1.66009,2.42059,0.38025,2018
"Ciudad de México","Cambio de domicilio no reportado a otro estado",2018-01-01,1.89763,1.55693,2.23832,0.340695,2018
"Ciudad de México","Cambio de domicilio no reportado a otro país",2018-01-01,0.37149,0.23514,0.50785,0.136355,2018
"Ciudad de México","Destino del cambio no especificado",2018-01-01,7.46556,6.79005,8.14107,0.67551,2018
"Ciudad de México","Fallecidos con registro electoral",2018-01-01,1.21294,0.95976,1.46612,0.25318,2018
"Ciudad de México","Reconocidos que no han vivido en el domicilio",2018-01-01,0.328,0.19835,0.45764,0.129645,2018
"Ciudad de México","Suspendidos de sus derechos politicos",2018-01-01,0.03548,0,0.07192,0.03596,2018
"Ciudad de México","Residentes con domicilio mal ubicado",2018-01-01,1.82847,1.4898,2.16713,0.338665,2018
"Ciudad de México","Otra causa de no residencia en el domicilio de registro",2018-01-01,0.52986,0.34124,0.71849,0.188625,2018
"Ciudad de México","Causa de no residencia no especificada",2018-01-01,2.70207,2.26067,3.14348,0.441405,2018
"Ciudad de México","Error en la sección del registro electoral",2018-01-01,2.46911,2.02351,2.91471,0.4456,2018
"Ciudad de México","Domicilios no localizados de los ciudadanos con registro electoral",2018-01-01,0.71278,0.41755,1.00802,0.295235,2018
"Ciudad de México","Ciudadanos no reconocidos con registro electoral",2018-01-01,3.5317,3.02191,4.0415,0.509795,2018
"Ciudad de México","Ciudadanos no reconocidos y el domicilio es vivienda habitada",2018-01-01,2.37811,1.9595,2.79671,0.418605,2018
"Ciudad de México","Ciudadanos no reconocidos y el domicilio es predio no habitado",2018-01-01,0.46288,0.28509,0.64067,0.17779,2018
"Durango","Residentes en la sección de registro",2005-01-01,76.4206,71.9225176,80.9186824,4.49808239999999,2005
"Durango","Residentes en el domicilio de registro",2005-01-01,72.472,67.7206072,77.2233928,4.7513928,2005
"Durango","Cambio de domicilio no reportado",2005-01-01,23.7601,19.1359504,28.3842496,4.6241496,2005
"Durango","Cambio de domicilio no reportado al mismo municipio",2005-01-01,11.315,7.812774,14.817226,3.502226,2005
"Durango","Cambio de domicilio no reportado a otro municipio dentro del mismo estado",2005-01-01,1.56866,0.81374052,2.32357948,0.75491948,2005
"Durango","Cambio de domicilio no reportado a otro estado",2005-01-01,2.25502,1.1739428,3.3360972,1.0810772,2005
"Durango","Cambio de domicilio no reportado a otro país",2005-01-01,6.67067,4.7760164,8.5653236,1.8946536,2005
"Durango","Destino del cambio no especificado",2005-01-01,1.9507,0.73597824,3.16542176,1.21472176,2005
"Durango","Fallecidos con registro electoral",2005-01-01,2.66028,1.65935112,3.66120888,1.00092888,2005
"Durango","Reconocidos que no han vivido en el domicilio",2005-01-01,0.00756415,0,0.022389296,0.011194648,2005
"Durango","Error en la sección del registro electoral",2005-01-01,1.01778,0,2.08729908,1.04364954,2005
"Durango","Domicilios no localizados de los ciudadanos con registro electoral",2005-01-01,2.17572,0.53637012,3.81506988,1.63934988,2005
"Durango","Ciudadanos no reconocidos con registro electoral",2005-01-01,1.88507,0.45938756,3.31075244,1.42568244,2005
"Durango","Ciudadanos no reconocidos y el domicilio es vivienda habitada",2005-01-01,0.171051,0,0.47797132,0.23898566,2005
"Durango","Ciudadanos no reconocidos y el domicilio es predio no habitado",2005-01-01,0.0090777,0,0.026850274,0.013425137,2005
"Durango","Residentes en la sección de registro",2006-01-01,81.45147,79.234612,83.668328,2.216858,2006
"Durango","Residentes en el domicilio de registro",2006-01-01,76.22246,74.1438408,78.3010792,2.0786192,2006
"Durango","Cambio de domicilio no reportado",2006-01-01,19.23342,17.194628,21.272212,2.038792,2006
"Durango","Cambio de domicilio no reportado al mismo municipio",2006-01-01,8.9474,7.363818,10.530982,1.583582,2006
"Durango","Cambio de domicilio no reportado a otro municipio dentro del mismo estado",2006-01-01,1.42331,0.8499316,1.9966884,0.5733784,2006
"Durango","Cambio de domicilio no reportado a otro estado",2006-01-01,1.73153,1.1017428,2.3613172,0.6297872,2006
"Durango","Cambio de domicilio no reportado a otro país",2006-01-01,4.60213,3.4626252,5.7416348,1.1395048,2006
"Durango","Destino del cambio no especificado",2006-01-01,2.52905,1.8913052,3.1667948,0.6377448,2006
"Durango","Fallecidos con registro electoral",2006-01-01,2.82929,2.0507192,3.6078608,0.7785708,2006
"Durango","Reconocidos que no han vivido en el domicilio",2006-01-01,0.21266,0.0450408,0.3802792,0.1676192,2006
"Durango","Error en la sección del registro electoral",2006-01-01,1.03162,0.4159056,1.6473344,0.6157144,2006
"Durango","Domicilios no localizados de los ciudadanos con registro electoral",2006-01-01,0.67777,0.2930808,1.0624592,0.3846892,2006
"Durango","Ciudadanos no reconocidos con registro electoral",2006-01-01,1.65345,1.1329132,2.1739868,0.5205368,2006
"Durango","Ciudadanos no reconocidos y el domicilio es vivienda habitada",2006-01-01,0.69279,0.3769164,1.0086636,0.3158736,2006
"Durango","Ciudadanos no reconocidos y el domicilio es predio no habitado",2006-01-01,0.28895,0.0696064,0.5082936,0.2193436,2006
"Durango","Residentes en la sección de registro",2008-01-01,79.43272,75.9311016,82.9343384,3.5016184,2008
"Durango","Residentes en el domicilio de registro",2008-01-01,74.0553,69.6188008,78.4917992,4.4364992,2008
"Durango","Cambio de domicilio no reportado",2008-01-01,19.39928,14.281818,24.516742,5.117462,2008
"Durango","Cambio de domicilio no reportado al mismo municipio",2008-01-01,8.27276,6.272874,10.272646,1.999886,2008
"Durango","Cambio de domicilio no reportado a otro municipio dentro del mismo estado",2008-01-01,1.81534,0.6221704,3.0085096,1.1931696,2008
"Durango","Cambio de domicilio no reportado a otro estado",2008-01-01,1.53677,0.3398372,2.7337028,1.1969328,2008
"Durango","Cambio de domicilio no reportado a otro país",2008-01-01,4.68989,1.235978,8.143802,3.453912,2008
"Durango","Destino del cambio no especificado",2008-01-01,3.08452,0.267412,5.901628,2.817108,2008
"Durango","Fallecidos con registro electoral",2008-01-01,4.69006,2.655678,6.724442,2.034382,2008
"Durango","Reconocidos que no han vivido en el domicilio",2008-01-01,0.58123,0,1.69059,0.845295,2008
"Durango","Error en la sección del registro electoral",2008-01-01,0.15717,0,0.375024,0.187512,2008
"Durango","Domicilios no localizados de los ciudadanos con registro electoral",2008-01-01,0.88239,0,1.8303832,0.9151916,2008
"Durango","Ciudadanos no reconocidos con registro electoral",2008-01-01,2.04201,0.5726764,3.5113436,1.4693336,2008
"Durango","Ciudadanos no reconocidos y el domicilio es vivienda habitada",2008-01-01,0.69417,0.0004868,1.3878532,0.6936832,2008
"Durango","Ciudadanos no reconocidos y el domicilio es predio no habitado",2008-01-01,0.47738,0,1.1655752,0.5827876,2008
"Durango","Residentes en la sección de registro",2009-01-01,78.44934,74.9906064,81.9080736,3.4587336,2009
"Durango","Residentes en el domicilio de registro",2009-01-01,74.66118,71.570554,77.751806,3.090626,2009
"Durango","Cambio de domicilio no reportado",2009-01-01,20.08292,17.493564,22.672276,2.589356,2009
"Durango","Cambio de domicilio no reportado al mismo municipio",2009-01-01,10.28372,7.7414628,12.8259772,2.5422572,2009
"Durango","Cambio de domicilio no reportado a otro municipio dentro del mismo estado",2009-01-01,1.76622,0.898626,2.633814,0.867594,2009
"Durango","Cambio de domicilio no reportado a otro estado",2009-01-01,1.91868,0.8466972,2.9906628,1.0719828,2009
"Durango","Cambio de domicilio no reportado a otro país",2009-01-01,4.68696,2.8686288,6.5052912,1.8183312,2009
"Durango","Destino del cambio no especificado",2009-01-01,1.42734,0.1480284,2.7066516,1.2793116,2009
"Durango","Fallecidos con registro electoral",2009-01-01,4.33634,2.5282596,6.1444204,1.8080804,2009
"Durango","Reconocidos que no han vivido en el domicilio",2009-01-01,0.20443,0,0.5655012,0.2827506,2009
"Durango","Suspendidos de sus derechos politicos",2009-01-01,0,0,0,0,2009
"Durango","Error en la sección del registro electoral",2009-01-01,0.20908,0,0.5029036,0.2514518,2009
"Durango","Domicilios no localizados de los ciudadanos con registro electoral",2009-01-01,1.69184,0.5668196,2.8168604,1.1250204,2009
"Durango","Ciudadanos no reconocidos con registro electoral",2009-01-01,1.60428,0.6549932,2.5535668,0.9492868,2009
"Durango","Ciudadanos no reconocidos y el domicilio es vivienda habitada",2009-01-01,0.78019,0.0748252,1.4855548,0.7053648,2009
"Durango","Ciudadanos no reconocidos y el domicilio es predio no habitado",2009-01-01,0,0,0,0,2009
"Durango","Residentes en la sección de registro",2011-01-01,82.67676,79.5934644,85.7600556,3.0832956,2011
"Durango","Residentes en el domicilio de registro",2011-01-01,77.21166,73.9220352,80.5012848,3.2896248,2011
"Durango","Cambio de domicilio no reportado",2011-01-01,17.34716,13.9773908,20.7169292,3.3697692,2011
"Durango","Cambio de domicilio no reportado al mismo municipio",2011-01-01,7.82426,5.6106752,10.0378448,2.2135848,2011
"Durango","Cambio de domicilio no reportado a otro municipio dentro del mismo estado",2011-01-01,1.61914,0.6439812,2.5942988,0.9751588,2011
"Durango","Cambio de domicilio no reportado a otro estado",2011-01-01,1.56204,0.8234532,2.3006268,0.7385868,2011
"Durango","Cambio de domicilio no reportado a otro país",2011-01-01,2.81914,1.013,4.62528,1.80614,2011
"Durango","Destino del cambio no especificado",2011-01-01,3.52258,2.1297452,4.9154148,1.3928348,2011
"Durango","Fallecidos con registro electoral",2011-01-01,1.96944,1.0248572,2.9140228,0.9445828,2011
"Durango","Reconocidos que no han vivido en el domicilio",2011-01-01,0.42111,0,0.8977428,0.4488714,2011
"Durango","Suspendidos de sus derechos politicos",2011-01-01,0.14858,0,0.4389736,0.2194868,2011
"Durango","Residentes con domicilio mal ubicado",2011-01-01,0.39801,0,0.8070032,0.4035016,2011
"Durango","Otra causa de no residencia en el domicilio de registro",2011-01-01,0.53799,0.065434,1.010546,0.472556,2011
"Durango","Causa de no residencia no especificada",2011-01-01,1.96605,0.1380168,3.7940832,1.8280332,2011
"Durango","Error en la sección del registro electoral",2011-01-01,0.68949,0.0185624,1.3604176,0.6709276,2011
"Durango","Domicilios no localizados de los ciudadanos con registro electoral",2011-01-01,1.60798,0.5284512,2.6875088,1.0795288,2011
"Durango","Ciudadanos no reconocidos con registro electoral",2011-01-01,2.8462,1.0691856,4.6232144,1.7770144,2011
"Durango","Ciudadanos no reconocidos y el domicilio es vivienda habitada",2011-01-01,1.30082,0.2235844,2.3780556,1.0772356,2011
"Durango","Ciudadanos no reconocidos y el domicilio es predio no habitado",2011-01-01,0.50924,0,1.1202308,0.5601154,2011
"Durango","Residentes en la sección de registro",2012-01-01,85.76422,82.26355,89.26489,3.50067,2012
"Durango","Residentes en el domicilio de registro",2012-01-01,79.30302,75.86471,82.74134,3.438315,2012
"Durango","Cambio de domicilio no reportado",2012-01-01,15.84156,13.06561,18.6175,2.775945,2012
"Durango","Cambio de domicilio no reportado al mismo municipio",2012-01-01,8.0764,5.96532,10.18747,2.111075,2012
"Durango","Cambio de domicilio no reportado a otro municipio dentro del mismo estado",2012-01-01,1.55366,0.72696,2.38036,0.8267,2012
"Durango","Cambio de domicilio no reportado a otro estado",2012-01-01,1.49453,0.78218,2.20687,0.712345,2012
"Durango","Cambio de domicilio no reportado a otro país",2012-01-01,2.03545,1.05449,3.0164,0.980955,2012
"Durango","Destino del cambio no especificado",2012-01-01,2.68153,1.51007,3.85298,1.171455,2012
"Durango","Fallecidos con registro electoral",2012-01-01,2.03925,0.95814,3.12035,1.081105,2012
"Durango","Reconocidos que no han vivido en el domicilio",2012-01-01,0.49346,0.02628,0.96063,0.467175,2012
"Durango","Suspendidos de sus derechos politicos",2012-01-01,0.07026,0,0.20814,0.10407,2012
"Durango","Residentes con domicilio mal ubicado",2012-01-01,0,0,0,0,2012
"Durango","Otra causa de no residencia en el domicilio de registro",2012-01-01,0,0,0,0,2012
"Durango","Causa de no residencia no especificada",2012-01-01,2.25246,1.28598,3.21894,0.96648,2012
"Durango","Error en la sección del registro electoral",2012-01-01,0,0,0,0,2012
"Durango","Domicilios no localizados de los ciudadanos con registro electoral",2012-01-01,2.0006,0.85621,3.14499,1.14439,2012
"Durango","Ciudadanos no reconocidos con registro electoral",2012-01-01,4.05102,2.82698,5.27507,1.224045,2012
"Durango","Ciudadanos no reconocidos y el domicilio es vivienda habitada",2012-01-01,1.58193,0.7925,2.37136,0.78943,2012
"Durango","Ciudadanos no reconocidos y el domicilio es predio no habitado",2012-01-01,0.70112,0.10871,1.29352,0.592405,2012
"Durango","Residentes en la sección de registro",2014-01-01,84.32461,80.27825,88.37097,4.04636,2014
"Durango","Residentes en el domicilio de registro",2014-01-01,79.0501,75.34568,82.75453,3.704425,2014
"Durango","Cambio de domicilio no reportado",2014-01-01,15.65353,11.99136,19.3157,3.66217,2014
"Durango","Cambio de domicilio no reportado al mismo municipio",2014-01-01,7.8438,4.49866,11.18894,3.34514,2014
"Durango","Cambio de domicilio no reportado a otro municipio dentro del mismo estado",2014-01-01,0.84468,0.16849,1.52088,0.676195,2014
"Durango","Cambio de domicilio no reportado a otro estado",2014-01-01,2.66213,1.01559,4.30867,1.64654,2014
"Durango","Cambio de domicilio no reportado a otro país",2014-01-01,1.7032,0,3.45723,1.728615,2014
"Durango","Destino del cambio no especificado",2014-01-01,2.59972,1.11399,4.08544,1.485725,2014
"Durango","Fallecidos con registro electoral",2014-01-01,1.92645,0.69282,3.16009,1.233635,2014
"Durango","Reconocidos que no han vivido en el domicilio",2014-01-01,0.09602,0,0.23648,0.11824,2014
"Durango","Suspendidos de sus derechos politicos",2014-01-01,0.11437,0,0.31215,0.156075,2014
"Durango","Residentes con domicilio mal ubicado",2014-01-01,0.63517,0.11276,1.15758,0.52241,2014
"Durango","Otra causa de no residencia en el domicilio de registro",2014-01-01,0.20044,0,0.56607,0.283035,2014
"Durango","Causa de no residencia no especificada",2014-01-01,2.32391,0.93195,3.71588,1.391965,2014
"Durango","Error en la sección del registro electoral",2014-01-01,0.81269,0.19064,1.43473,0.622045,2014
"Durango","Domicilios no localizados de los ciudadanos con registro electoral",2014-01-01,0.66823,0.00285,1.3336,0.665375,2014
"Durango","Ciudadanos no reconocidos con registro electoral",2014-01-01,2.91194,1.48417,4.33971,1.42777,2014
"Durango","Ciudadanos no reconocidos y el domicilio es vivienda habitada",2014-01-01,1.75924,0.28402,3.23447,1.475225,2014
"Durango","Ciudadanos no reconocidos y el domicilio es predio no habitado",2014-01-01,0.56317,0.00775,1.1186,0.555425,2014
"Durango","Residentes en la sección de registro",2015-01-01,84.32461,80.27825,88.37097,4.04636,2015
"Durango","Residentes en el domicilio de registro",2015-01-01,79.0501,75.34568,82.75453,3.704425,2015
"Durango","Cambio de domicilio no reportado",2015-01-01,15.65353,11.99136,19.3157,3.66217,2015
"Durango","Cambio de domicilio no reportado al mismo municipio",2015-01-01,7.8438,4.49866,11.18894,3.34514,2015
"Durango","Cambio de domicilio no reportado a otro municipio dentro del mismo estado",2015-01-01,0.84468,0.16849,1.52088,0.676195,2015
"Durango","Cambio de domicilio no reportado a otro estado",2015-01-01,2.66213,1.01559,4.30867,1.64654,2015
"Durango","Cambio de domicilio no reportado a otro país",2015-01-01,1.7032,0,3.45723,1.728615,2015
"Durango","Destino del cambio no especificado",2015-01-01,2.59972,1.11399,4.08544,1.485725,2015
"Durango","Fallecidos con registro electoral",2015-01-01,1.92645,0.69282,3.16009,1.233635,2015
"Durango","Reconocidos que no han vivido en el domicilio",2015-01-01,0.09602,0,0.23648,0.11824,2015
"Durango","Suspendidos de sus derechos politicos",2015-01-01,0.11437,0,0.31215,0.156075,2015
"Durango","Residentes con domicilio mal ubicado",2015-01-01,0.63517,0.11276,1.15758,0.52241,2015
"Durango","Otra causa de no residencia en el domicilio de registro",2015-01-01,0.20044,0,0.56607,0.283035,2015
"Durango","Causa de no residencia no especificada",2015-01-01,2.32391,0.93195,3.71588,1.391965,2015
"Durango","Error en la sección del registro electoral",2015-01-01,0.81269,0.19064,1.43473,0.622045,2015
"Durango","Domicilios no localizados de los ciudadanos con registro electoral",2015-01-01,0.66823,0.00285,1.3336,0.665375,2015
"Durango","Ciudadanos no reconocidos con registro electoral",2015-01-01,2.91194,1.48417,4.33971,1.42777,2015
"Durango","Ciudadanos no reconocidos y el domicilio es vivienda habitada",2015-01-01,1.75924,0.28402,3.23447,1.475225,2015
"Durango","Ciudadanos no reconocidos y el domicilio es predio no habitado",2015-01-01,0.56317,0.00775,1.1186,0.555425,2015
"Durango","Residentes en la sección de registro",2017-01-01,85.80384,83.59733,88.01034,2.206505,2017
"Durango","Residentes en el domicilio de registro",2017-01-01,79.63228,77.09391,82.17065,2.53837,2017
"Durango","Cambio de domicilio no reportado",2017-01-01,15.05609,12.67874,17.43344,2.37735,2017
"Durango","Cambio de domicilio no reportado al mismo municipio",2017-01-01,8.68723,6.90544,10.46902,1.78179,2017
"Durango","Cambio de domicilio no reportado a otro municipio dentro del mismo estado",2017-01-01,0.54993,0.07156,1.02829,0.478365,2017
"Durango","Cambio de domicilio no reportado a otro estado",2017-01-01,2.30258,1.58985,3.0153,0.712725,2017
"Durango","Cambio de domicilio no reportado a otro país",2017-01-01,0.84749,0.35432,1.34065,0.493165,2017
"Durango","Destino del cambio no especificado",2017-01-01,2.66887,1.66976,3.66799,0.999115,2017
"Durango","Fallecidos con registro electoral",2017-01-01,1.52412,0.80372,2.24452,0.7204,2017
"Durango","Reconocidos que no han vivido en el domicilio",2017-01-01,0.1494,0,0.34473,0.172365,2017
"Durango","Suspendidos de sus derechos politicos",2017-01-01,0,0,0,0,2017
"Durango","Residentes con domicilio mal ubicado",2017-01-01,0.68967,0.25279,1.12654,0.436875,2017
"Durango","Otra causa de no residencia en el domicilio de registro",2017-01-01,0.06228,0,0.18442,0.09221,2017
"Durango","Causa de no residencia no especificada",2017-01-01,2.88616,1.73907,4.03325,1.14709,2017
"Durango","Error en la sección del registro electoral",2017-01-01,0.91429,0.41301,1.41557,0.50128,2017
"Durango","Domicilios no localizados de los ciudadanos con registro electoral",2017-01-01,0.32369,0,0.70529,0.352645,2017
"Durango","Ciudadanos no reconocidos con registro electoral",2017-01-01,3.02865,1.84881,4.2085,1.179845,2017
"Durango","Ciudadanos no reconocidos y el domicilio es vivienda habitada",2017-01-01,2.28086,1.34125,3.22046,0.939605,2017
"Durango","Ciudadanos no reconocidos y el domicilio es predio no habitado",2017-01-01,0.6053,0.25117,0.95944,0.354135,2017
"Durango","Residentes en la sección de registro",2018-01-01,84.44069,82.60806,86.27333,1.832635,2018
"Durango","Residentes en el domicilio de registro",2018-01-01,79.18367,77.11294,81.2544,2.07073,2018
"Durango","Cambio de domicilio no reportado",2018-01-01,16.15437,14.34734,17.96141,1.807035,2018
"Durango","Cambio de domicilio no reportado al mismo municipio",2018-01-01,8.36551,7.04896,9.68206,1.31655,2018
"Durango","Cambio de domicilio no reportado a otro municipio dentro del mismo estado",2018-01-01,0.91762,0.44409,1.39116,0.473535,2018
"Durango","Cambio de domicilio no reportado a otro estado",2018-01-01,1.63311,1.06548,2.20074,0.56763,2018
"Durango","Cambio de domicilio no reportado a otro país",2018-01-01,1.79279,1.1319,2.45368,0.66089,2018
"Durango","Destino del cambio no especificado",2018-01-01,3.44534,2.55514,4.33554,0.8902,2018
"Durango","Fallecidos con registro electoral",2018-01-01,1.62097,1.13668,2.10526,0.48429,2018
"Durango","Reconocidos que no han vivido en el domicilio",2018-01-01,0.31146,0.04053,0.58238,0.270925,2018
"Durango","Suspendidos de sus derechos politicos",2018-01-01,0.10516,0,0.25131,0.125655,2018
"Durango","Residentes con domicilio mal ubicado",2018-01-01,0.70282,0.3179,1.08774,0.38492,2018
"Durango","Otra causa de no residencia en el domicilio de registro",2018-01-01,0.10669,0,0.25467,0.127335,2018
"Durango","Causa de no residencia no especificada",2018-01-01,1.81486,1.1206,2.50913,0.694265,2018
"Durango","Error en la sección del registro electoral",2018-01-01,0.95284,0.50132,1.40437,0.451525,2018
"Durango","Domicilios no localizados de los ciudadanos con registro electoral",2018-01-01,0.59195,0.24032,0.94358,0.35163,2018
"Durango","Ciudadanos no reconocidos con registro electoral",2018-01-01,2.50141,1.6477,3.35513,0.853715,2018
"Durango","Ciudadanos no reconocidos y el domicilio es vivienda habitada",2018-01-01,1.27884,0.75253,1.80515,0.52631,2018
"Durango","Ciudadanos no reconocidos y el domicilio es predio no habitado",2018-01-01,0.69856,0.27855,1.11858,0.420015,2018
"Guanajuato","Residentes en la sección de registro",2005-01-01,82.4586,80.2286492,84.6885508,2.2299508,2005
"Guanajuato","Residentes en el domicilio de registro",2005-01-01,76.978,74.7839956,79.1720044,2.1940044,2005
