"Edo","Nombre_Indicador","Indicador","Fecha"
"Tlaxcala","Empadronados en la sección",83.26,2003
"Veracruz","Empadronados en la sección",77.96,2003
"Yucatán","Empadronados en la sección",78.67,2003
"Zacatecas","Empadronados en la sección",73.64,2003
"Nacional","Empadronados en la sección",77.2,2005
"Aguascalientes","Empadronados en la sección",74.95,2005
"Baja California","Empadronados en la sección",66.93,2005
"Baja California Sur","Empadronados en la sección",68.33,2005
"Campeche","Empadronados en la sección",75.73,2005
"Coahuila","Empadronados en la sección",74.49,2005
"Colima","Empadronados en la sección",72.08,2005
"Chiapas","Empadronados en la sección",78.73,2005
"Chihuahua","Empadronados en la sección",73.92,2005
"Ciudad de México","Empadronados en la sección",81.43,2005
"Durango","Empadronados en la sección",72.38,2005
"Guanajuato","Empadronados en la sección",81.43,2005
"Guerrero","Empadronados en la sección",69.97,2005
"Hidalgo","Empadronados en la sección",75.76,2005
"Jalisco","Empadronados en la sección",73.17,2005
"México","Empadronados en la sección",78.43,2005
"Michoacán","Empadronados en la sección",78.81,2005
"Morelos","Empadronados en la sección",80.85,2005
"Nayarit","Empadronados en la sección",74.85,2005
"Nuevo León","Empadronados en la sección",79.37,2005
"Oaxaca","Empadronados en la sección",83.81,2005
"Puebla","Empadronados en la sección",83.63,2005
"Querétaro","Empadronados en la sección",74.4,2005
"Quintana Roo","Empadronados en la sección",72.37,2005
"San Luis Potosí","Empadronados en la sección",72.27,2005
"Sinaloa","Empadronados en la sección",72.3,2005
"Sonora","Empadronados en la sección",74.88,2005
"Tabasco","Empadronados en la sección",88.79,2005
"Tamaulipas","Empadronados en la sección",72.99,2005
"Tlaxcala","Empadronados en la sección",84.29,2005
"Veracruz","Empadronados en la sección",73.03,2005
"Yucatán","Empadronados en la sección",78.05,2005
"Zacatecas","Empadronados en la sección",72.47,2005
"Nacional","Empadronados en la sección",76.3,2006
"Aguascalientes","Empadronados en la sección",78.61,2006
"Baja California","Empadronados en la sección",66.09,2006
"Baja California Sur","Empadronados en la sección",51.08,2006
"Campeche","Empadronados en la sección",75.85,2006
"Coahuila","Empadronados en la sección",77.93,2006
"Colima","Empadronados en la sección",62.39,2006
"Chiapas","Empadronados en la sección",79.11,2006
"Chihuahua","Empadronados en la sección",67.98,2006
"Ciudad de México","Empadronados en la sección",82.03,2006
"Durango","Empadronados en la sección",73.73,2006
"Guanajuato","Empadronados en la sección",74.54,2006
"Guerrero","Empadronados en la sección",75.71,2006
"Hidalgo","Empadronados en la sección",82,2006
"Jalisco","Empadronados en la sección",69.46,2006
"México","Empadronados en la sección",76.23,2006
"Michoacán","Empadronados en la sección",79.07,2006
"Morelos","Empadronados en la sección",80.85,2006
"Nayarit","Empadronados en la sección",79.13,2006
"Nuevo León","Empadronados en la sección",70.11,2006
"Oaxaca","Empadronados en la sección",85.31,2006
"Puebla","Empadronados en la sección",80.71,2006
"Querétaro","Empadronados en la sección",78.05,2006
"Quintana Roo","Empadronados en la sección",67.15,2006
"San Luis Potosí","Empadronados en la sección",79.04,2006
"Sinaloa","Empadronados en la sección",70.67,2006
"Sonora","Empadronados en la sección",72.89,2006
"Tabasco","Empadronados en la sección",79.69,2006
"Tamaulipas","Empadronados en la sección",69.76,2006
"Tlaxcala","Empadronados en la sección",80.91,2006
"Veracruz","Empadronados en la sección",82.84,2006
"Yucatán","Empadronados en la sección",78.84,2006
"Zacatecas","Empadronados en la sección",77.6,2006
"Nacional","Empadronados en la sección",76.1,2008
"Aguascalientes","Empadronados en la sección",77.81,2008
"Baja California","Empadronados en la sección",66.02,2008
"Baja California Sur","Empadronados en la sección",60.61,2008
"Campeche","Empadronados en la sección",74.69,2008
"Coahuila","Empadronados en la sección",75.73,2008
"Colima","Empadronados en la sección",69.53,2008
"Chiapas","Empadronados en la sección",76.95,2008
"Chihuahua","Empadronados en la sección",71.36,2008
"Ciudad de México","Empadronados en la sección",80.76,2008
"Durango","Empadronados en la sección",77.92,2008
"Guanajuato","Empadronados en la sección",78.01,2008
"Guerrero","Empadronados en la sección",72.49,2008
"Hidalgo","Empadronados en la sección",80.92,2008
"Jalisco","Empadronados en la sección",70.05,2008
"México","Empadronados en la sección",76.68,2008
"Michoacán","Empadronados en la sección",75.65,2008
"Morelos","Empadronados en la sección",74.73,2008
"Nayarit","Empadronados en la sección",74.34,2008
"Nuevo León","Empadronados en la sección",75.88,2008
"Oaxaca","Empadronados en la sección",77.88,2008
"Puebla","Empadronados en la sección",76.35,2008
"Querétaro","Empadronados en la sección",78.79,2008
"Quintana Roo","Empadronados en la sección",62.61,2008
"San Luis Potosí","Empadronados en la sección",80.39,2008
"Sinaloa","Empadronados en la sección",73.12,2008
"Sonora","Empadronados en la sección",70.45,2008
"Tabasco","Empadronados en la sección",78.33,2008
"Tamaulipas","Empadronados en la sección",74.53,2008
"Tlaxcala","Empadronados en la sección",83.49,2008
"Veracruz","Empadronados en la sección",80.07,2008
"Yucatán","Empadronados en la sección",78.34,2008
"Zacatecas","Empadronados en la sección",83.04,2008
"Nacional","Empadronados en la sección",77.05,2009
"Aguascalientes","Empadronados en la sección",80.56,2009
"Baja California","Empadronados en la sección",64.07,2009
"Baja California Sur","Empadronados en la sección",70.72,2009
"Campeche","Empadronados en la sección",74.54,2009
"Coahuila","Empadronados en la sección",71.48,2009
"Colima","Empadronados en la sección",78.8,2009
"Chiapas","Empadronados en la sección",79.66,2009
"Chihuahua","Empadronados en la sección",72.15,2009
"Ciudad de México","Empadronados en la sección",81.41,2009
"Durango","Empadronados en la sección",79.6,2009
"Guanajuato","Empadronados en la sección",77.91,2009
"Guerrero","Empadronados en la sección",72.6,2009
"Hidalgo","Empadronados en la sección",76.69,2009
"Jalisco","Empadronados en la sección",72.09,2009
"México","Empadronados en la sección",76.21,2009
"Michoacán","Empadronados en la sección",76.36,2009
"Morelos","Empadronados en la sección",79.99,2009
"Nayarit","Empadronados en la sección",73.33,2009
"Nuevo León","Empadronados en la sección",78.66,2009
"Oaxaca","Empadronados en la sección",82.73,2009
"Puebla","Empadronados en la sección",80.98,2009
"Querétaro","Empadronados en la sección",77.63,2009
"Quintana Roo","Empadronados en la sección",66.49,2009
"San Luis Potosí","Empadronados en la sección",81.43,2009
"Sinaloa","Empadronados en la sección",73.57,2009
"Sonora","Empadronados en la sección",73.07,2009
"Tabasco","Empadronados en la sección",80.67,2009
"Tamaulipas","Empadronados en la sección",73.37,2009
"Tlaxcala","Empadronados en la sección",84.02,2009
"Veracruz","Empadronados en la sección",80.53,2009
"Yucatán","Empadronados en la sección",82.96,2009
"Zacatecas","Empadronados en la sección",79.72,2009
"Nacional","Empadronados en la sección",78.88,2011
"Aguascalientes","Empadronados en la sección",77.76,2011
"Baja California","Empadronados en la sección",70.07,2011
"Baja California Sur","Empadronados en la sección",66.49,2011
"Campeche","Empadronados en la sección",78.51,2011
"Coahuila","Empadronados en la sección",78.5,2011
"Colima","Empadronados en la sección",72.1,2011
"Chiapas","Empadronados en la sección",80.14,2011
"Chihuahua","Empadronados en la sección",79.09,2011
"Ciudad de México","Empadronados en la sección",84.56,2011
"Durango","Empadronados en la sección",79.44,2011
"Guanajuato","Empadronados en la sección",78.9,2011
"Guerrero","Empadronados en la sección",77.82,2011
"Hidalgo","Empadronados en la sección",83.1,2011
"Jalisco","Empadronados en la sección",74.55,2011
"México","Empadronados en la sección",80.1,2011
"Michoacán","Empadronados en la sección",74.65,2011
"Morelos","Empadronados en la sección",80,2011
"Nayarit","Empadronados en la sección",73.15,2011
"Nuevo León","Empadronados en la sección",76.37,2011
"Oaxaca","Empadronados en la sección",85.25,2011
"Puebla","Empadronados en la sección",81.46,2011
"Querétaro","Empadronados en la sección",71.75,2011
"Quintana Roo","Empadronados en la sección",69.3,2011
"San Luis Potosí","Empadronados en la sección",82.96,2011
"Sinaloa","Empadronados en la sección",77.68,2011
"Sonora","Empadronados en la sección",75.45,2011
"Tabasco","Empadronados en la sección",79.24,2011
"Tamaulipas","Empadronados en la sección",74.38,2011
"Tlaxcala","Empadronados en la sección",85.84,2011
"Veracruz","Empadronados en la sección",80.14,2011
"Yucatán","Empadronados en la sección",82.72,2011
"Zacatecas","Empadronados en la sección",84.07,2011
"Nacional","Empadronados en la sección",78.44,2012
"Aguascalientes","Empadronados en la sección",78.28,2012
"Baja California","Empadronados en la sección",75.25,2012
"Baja California Sur","Empadronados en la sección",70.25,2012
"Campeche","Empadronados en la sección",75.55,2012
"Coahuila","Empadronados en la sección",77.46,2012
"Colima","Empadronados en la sección",77.7,2012
"Chiapas","Empadronados en la sección",81.55,2012
"Chihuahua","Empadronados en la sección",73.36,2012
"Ciudad de México","Empadronados en la sección",84.63,2012
"Durango","Empadronados en la sección",83.01,2012
"Guanajuato","Empadronados en la sección",75.08,2012
"Guerrero","Empadronados en la sección",77.39,2012
"Hidalgo","Empadronados en la sección",80.71,2012
"Jalisco","Empadronados en la sección",74.56,2012
"México","Empadronados en la sección",79.5,2012
"Michoacán","Empadronados en la sección",79.54,2012
"Morelos","Empadronados en la sección",79.14,2012
"Nayarit","Empadronados en la sección",75.62,2012
"Nuevo León","Empadronados en la sección",74.4,2012
"Oaxaca","Empadronados en la sección",80.03,2012
"Puebla","Empadronados en la sección",84.63,2012
"Querétaro","Empadronados en la sección",73,2012
"Quintana Roo","Empadronados en la sección",65.35,2012
"San Luis Potosí","Empadronados en la sección",76.49,2012
"Sinaloa","Empadronados en la sección",72.83,2012
"Sonora","Empadronados en la sección",77.38,2012
"Tabasco","Empadronados en la sección",82.53,2012
"Tamaulipas","Empadronados en la sección",79.8,2012
"Tlaxcala","Empadronados en la sección",82.32,2012
"Veracruz","Empadronados en la sección",78.11,2012
"Yucatán","Empadronados en la sección",81.74,2012
"Zacatecas","Empadronados en la sección",80.31,2012
"Nacional","Empadronados en la sección",79.28,2014
"Aguascalientes","Empadronados en la sección",75.48,2014
"Baja California","Empadronados en la sección",72.56,2014
"Baja California Sur","Empadronados en la sección",69.09,2014
"Campeche","Empadronados en la sección",82.06,2014
"Coahuila","Empadronados en la sección",79.16,2014
"Colima","Empadronados en la sección",75.43,2014
"Chiapas","Empadronados en la sección",80.69,2014
"Chihuahua","Empadronados en la sección",76.27,2014
"Ciudad de México","Empadronados en la sección",84.04,2014
"Durango","Empadronados en la sección",82.75,2014
"Guanajuato","Empadronados en la sección",78.41,2014
"Guerrero","Empadronados en la sección",80.33,2014
"Hidalgo","Empadronados en la sección",81.9,2014
"Jalisco","Empadronados en la sección",78.83,2014
"México","Empadronados en la sección",77.65,2014
"Michoacán","Empadronados en la sección",81.62,2014
"Morelos","Empadronados en la sección",82.07,2014
"Nayarit","Empadronados en la sección",79.57,2014
"Nuevo León","Empadronados en la sección",74.2,2014
"Oaxaca","Empadronados en la sección",81.27,2014
"Puebla","Empadronados en la sección",81.15,2014
"Querétaro","Empadronados en la sección",84.26,2014
"Quintana Roo","Empadronados en la sección",61.28,2014
"San Luis Potosí","Empadronados en la sección",83.09,2014
"Sinaloa","Empadronados en la sección",75.58,2014
"Sonora","Empadronados en la sección",70.51,2014
"Tabasco","Empadronados en la sección",83.42,2014
"Tamaulipas","Empadronados en la sección",80.24,2014
"Tlaxcala","Empadronados en la sección",83.94,2014
"Veracruz","Empadronados en la sección",83.18,2014
"Yucatán","Empadronados en la sección",82.77,2014
"Zacatecas","Empadronados en la sección",76.5,2014
"Nacional","Empadronados en la sección",80.95,2015
"Nacional","Empadronados en la sección",81.47,2017
"Aguascalientes","Empadronados en la sección",82.76,2017
"Baja California","Empadronados en la sección",76.64,2017
"Baja California Sur","Empadronados en la sección",75.39,2017
"Campeche","Empadronados en la sección",82.66,2017
"Coahuila","Empadronados en la sección",82.17,2017
"Colima","Empadronados en la sección",76.78,2017
"Chiapas","Empadronados en la sección",86.81,2017
"Chihuahua","Empadronados en la sección",80.1,2017
"Ciudad de México","Empadronados en la sección",82.69,2017
"Durango","Empadronados en la sección",78.04,2017
"Guanajuato","Empadronados en la sección",82.76,2017
"Guerrero","Empadronados en la sección",80.18,2017
"Hidalgo","Empadronados en la sección",83.67,2017
"Jalisco","Empadronados en la sección",78.16,2017
"México","Empadronados en la sección",80.71,2017
"Michoacán","Empadronados en la sección",83.92,2017
"Morelos","Empadronados en la sección",81.85,2017
"Nayarit","Empadronados en la sección",82.35,2017
"Nuevo León","Empadronados en la sección",76.86,2017
"Oaxaca","Empadronados en la sección",84.68,2017
"Puebla","Empadronados en la sección",83.25,2017
"Querétaro","Empadronados en la sección",82.12,2017
"Quintana Roo","Empadronados en la sección",70.56,2017
"San Luis Potosí","Empadronados en la sección",86.91,2017
"Sinaloa","Empadronados en la sección",81.78,2017
"Sonora","Empadronados en la sección",78.59,2017
"Tabasco","Empadronados en la sección",88.39,2017
"Tamaulipas","Empadronados en la sección",83.33,2017
"Tlaxcala","Empadronados en la sección",86.14,2017
"Veracruz","Empadronados en la sección",81.71,2017
"Yucatán","Empadronados en la sección",81,2017
"Zacatecas","Empadronados en la sección",82.12,2017
"Nacional","Credencializados",90.4,2003
"Aguascalientes","Credencializados",92.01,2003
"Baja California","Credencializados",85.96,2003
"Baja California Sur","Credencializados",91.24,2003
"Campeche","Credencializados",89.99,2003
"Coahuila","Credencializados",89.36,2003
"Colima","Credencializados",91.1,2003
"Chiapas","Credencializados",90.56,2003
"Chihuahua","Credencializados",89.22,2003
"Ciudad de México","Credencializados",92.97,2003
"Durango","Credencializados",89.3,2003
"Guanajuato","Credencializados",92.59,2003
"Guerrero","Credencializados",88.42,2003
"Hidalgo","Credencializados",89.4,2003
"Jalisco","Credencializados",91.73,2003
"México","Credencializados",87.71,2003
"Michoacán","Credencializados",88.3,2003
"Morelos","Credencializados",92.39,2003
"Nayarit","Credencializados",90.35,2003
"Nuevo León","Credencializados",91.85,2003
"Oaxaca","Credencializados",90.7,2003
"Puebla","Credencializados",91.12,2003
"Querétaro","Credencializados",92.41,2003
"Quintana Roo","Credencializados",90.55,2003
"San Luis Potosí","Credencializados",88.27,2003
"Sinaloa","Credencializados",92.48,2003
"Sonora","Credencializados",90.88,2003
"Tabasco","Credencializados",94,2003
"Tamaulipas","Credencializados",89.78,2003
"Tlaxcala","Credencializados",93.17,2003
"Veracruz","Credencializados",91.13,2003
"Yucatán","Credencializados",91.3,2003
"Zacatecas","Credencializados",89.52,2003
"Nacional","Credencializados",90.3,2005
"Aguascalientes","Credencializados",89.52,2005
"Baja California","Credencializados",83.93,2005
"Baja California Sur","Credencializados",86.63,2005
"Campeche","Credencializados",93.33,2005
"Coahuila","Credencializados",90.36,2005
"Colima","Credencializados",88.94,2005
"Chiapas","Credencializados",92.12,2005
"Chihuahua","Credencializados",90.2,2005
"Ciudad de México","Credencializados",93.58,2005
"Durango","Credencializados",88.89,2005
"Guanajuato","Credencializados",91.91,2005
"Guerrero","Credencializados",87.13,2005
"Hidalgo","Credencializados",89.65,2005
"Jalisco","Credencializados",92.1,2005
"México","Credencializados",85.55,2005
"Michoacán","Credencializados",87.26,2005
"Morelos","Credencializados",93.87,2005
"Nayarit","Credencializados",90.61,2005
"Nuevo León","Credencializados",92.71,2005
"Oaxaca","Credencializados",90.93,2005
"Puebla","Credencializados",89.36,2005
"Querétaro","Credencializados",92.38,2005
"Quintana Roo","Credencializados",84.87,2005
"San Luis Potosí","Credencializados",90.28,2005
"Sinaloa","Credencializados",91.07,2005
"Sonora","Credencializados",88.78,2005
"Tabasco","Credencializados",95.39,2005
"Tamaulipas","Credencializados",90.54,2005
"Tlaxcala","Credencializados",94.98,2005
"Veracruz","Credencializados",91.75,2005
"Yucatán","Credencializados",91.86,2005
"Zacatecas","Credencializados",90.58,2005
"Nacional","Credencializados",92,2006
"Aguascalientes","Credencializados",91.15,2006
"Baja California","Credencializados",86.26,2006
"Baja California Sur","Credencializados",83.27,2006
"Campeche","Credencializados",89.85,2006
"Coahuila","Credencializados",92.38,2006
"Colima","Credencializados",93.15,2006
"Chiapas","Credencializados",92.81,2006
"Chihuahua","Credencializados",90.55,2006
"Ciudad de México","Credencializados",94.68,2006
"Durango","Credencializados",95.43,2006
"Guanajuato","Credencializados",92.13,2006
"Guerrero","Credencializados",91.07,2006
"Hidalgo","Credencializados",90.55,2006
"Jalisco","Credencializados",91.25,2006
"México","Credencializados",90.4,2006
"Michoacán","Credencializados",91.22,2006
"Morelos","Credencializados",93.55,2006
"Nayarit","Credencializados",93.8,2006
"Nuevo León","Credencializados",91.43,2006
"Oaxaca","Credencializados",94.97,2006
"Puebla","Credencializados",91.7,2006
"Querétaro","Credencializados",91.98,2006
"Quintana Roo","Credencializados",86.95,2006
"San Luis Potosí","Credencializados",91.55,2006
"Sinaloa","Credencializados",93.03,2006
"Sonora","Credencializados",92.49,2006
"Tabasco","Credencializados",95.8,2006
"Tamaulipas","Credencializados",92.26,2006
"Tlaxcala","Credencializados",92.99,2006
"Veracruz","Credencializados",93.57,2006
"Yucatán","Credencializados",91.36,2006
"Zacatecas","Credencializados",93.57,2006
"Nacional","Credencializados",92.2,2008
"Aguascalientes","Credencializados",94.04,2008
"Baja California","Credencializados",89.61,2008
"Baja California Sur","Credencializados",89.33,2008
"Campeche","Credencializados",92.58,2008
"Coahuila","Credencializados",92.59,2008
"Colima","Credencializados",92.03,2008
"Chiapas","Credencializados",91.12,2008
"Chihuahua","Credencializados",91.47,2008
"Ciudad de México","Credencializados",94.04,2008
"Durango","Credencializados",92.58,2008
"Guanajuato","Credencializados",92.53,2008
"Guerrero","Credencializados",91.36,2008
"Hidalgo","Credencializados",92.29,2008
"Jalisco","Credencializados",92.51,2008
"México","Credencializados",91.73,2008
"Michoacán","Credencializados",89.39,2008
"Morelos","Credencializados",92.57,2008
"Nayarit","Credencializados",92.84,2008
"Nuevo León","Credencializados",94.6,2008
"Oaxaca","Credencializados",90.65,2008
"Puebla","Credencializados",90.38,2008
"Querétaro","Credencializados",93.28,2008
"Quintana Roo","Credencializados",90.36,2008
"San Luis Potosí","Credencializados",91.46,2008
"Sinaloa","Credencializados",92.89,2008
"Sonora","Credencializados",92.24,2008
"Tabasco","Credencializados",95.3,2008
"Tamaulipas","Credencializados",92.57,2008
"Tlaxcala","Credencializados",92.43,2008
"Veracruz","Credencializados",91.72,2008
"Yucatán","Credencializados",94.82,2008
"Zacatecas","Credencializados",93.27,2008
"Nacional","Credencializados",92.51,2009
"Aguascalientes","Credencializados",92.59,2009
"Baja California","Credencializados",90.25,2009
"Baja California Sur","Credencializados",93.74,2009
"Campeche","Credencializados",94.32,2009
"Coahuila","Credencializados",90.99,2009
"Colima","Credencializados",94.19,2009
"Chiapas","Credencializados",92.15,2009
"Chihuahua","Credencializados",92.32,2009
"Ciudad de México","Credencializados",93.88,2009
"Durango","Credencializados",90.85,2009
"Guanajuato","Credencializados",93.89,2009
"Guerrero","Credencializados",92.91,2009
"Hidalgo","Credencializados",89.83,2009
"Jalisco","Credencializados",91.79,2009
"México","Credencializados",92.63,2009
"Michoacán","Credencializados",90.3,2009
"Morelos","Credencializados",94.86,2009
"Nayarit","Credencializados",88.19,2009
"Nuevo León","Credencializados",93.6,2009
"Oaxaca","Credencializados",91.38,2009
"Puebla","Credencializados",91.31,2009
"Querétaro","Credencializados",92.1,2009
"Quintana Roo","Credencializados",91.72,2009
"San Luis Potosí","Credencializados",92.93,2009
"Sinaloa","Credencializados",91.56,2009
"Sonora","Credencializados",92.42,2009
"Tabasco","Credencializados",95.7,2009
"Tamaulipas","Credencializados",92.27,2009
"Tlaxcala","Credencializados",95.33,2009
"Veracruz","Credencializados",92.67,2009
"Yucatán","Credencializados",95.8,2009
"Zacatecas","Credencializados",94.14,2009
"Nacional","Credencializados",89.09,2011
"Aguascalientes","Credencializados",89.92,2011
"Baja California","Credencializados",86.28,2011
"Baja California Sur","Credencializados",84.19,2011
"Campeche","Credencializados",91.52,2011
"Coahuila","Credencializados",89.45,2011
"Colima","Credencializados",89.92,2011
"Chiapas","Credencializados",91.67,2011
"Chihuahua","Credencializados",89.68,2011
"Ciudad de México","Credencializados",90.22,2011
"Durango","Credencializados",88.71,2011
"Guanajuato","Credencializados",89.29,2011
"Guerrero","Credencializados",89.48,2011
"Hidalgo","Credencializados",90.59,2011
"Jalisco","Credencializados",90.12,2011
"México","Credencializados",87.53,2011
"Michoacán","Credencializados",86.84,2011
"Morelos","Credencializados",91.9,2011
"Nayarit","Credencializados",90.16,2011
"Nuevo León","Credencializados",87.58,2011
"Oaxaca","Credencializados",87.32,2011
"Puebla","Credencializados",88.59,2011
"Querétaro","Credencializados",90.99,2011
"Quintana Roo","Credencializados",90.19,2011
"San Luis Potosí","Credencializados",87.8,2011
"Sinaloa","Credencializados",86.61,2011
"Sonora","Credencializados",88.99,2011
"Tabasco","Credencializados",91.65,2011
"Tamaulipas","Credencializados",89.18,2011
"Tlaxcala","Credencializados",90.65,2011
"Veracruz","Credencializados",88.42,2011
"Yucatán","Credencializados",93.09,2011
"Zacatecas","Credencializados",90.62,2011
"Nacional","Credencializados",92.65,2012
"Aguascalientes","Credencializados",93.7,2012
"Baja California","Credencializados",91.39,2012
"Baja California Sur","Credencializados",92.1,2012
"Campeche","Credencializados",93.76,2012
"Coahuila","Credencializados",91.06,2012
"Colima","Credencializados",94.45,2012
"Chiapas","Credencializados",93.46,2012
"Chihuahua","Credencializados",92.87,2012
"Ciudad de México","Credencializados",93.75,2012
"Durango","Credencializados",93.3,2012
"Guanajuato","Credencializados",92.25,2012
"Guerrero","Credencializados",93.68,2012
"Hidalgo","Credencializados",93.32,2012
"Jalisco","Credencializados",93.61,2012
"México","Credencializados",91.4,2012
"Michoacán","Credencializados",91.02,2012
"Morelos","Credencializados",92.34,2012
"Nayarit","Credencializados",92.43,2012
"Nuevo León","Credencializados",92.74,2012
"Oaxaca","Credencializados",92.87,2012
"Puebla","Credencializados",91.74,2012
"Querétaro","Credencializados",92.8,2012
"Quintana Roo","Credencializados",93.38,2012
"San Luis Potosí","Credencializados",93.45,2012
"Sinaloa","Credencializados",90.49,2012
"Sonora","Credencializados",92.79,2012
"Tabasco","Credencializados",92.74,2012
"Tamaulipas","Credencializados",93.69,2012
"Tlaxcala","Credencializados",94.6,2012
"Veracruz","Credencializados",92.44,2012
"Yucatán","Credencializados",95.94,2012
"Zacatecas","Credencializados",93.36,2012
"Nacional","Credencializados",89.63,2014
"Aguascalientes","Credencializados",91.48,2014
"Baja California","Credencializados",88.2,2014
"Baja California Sur","Credencializados",91.57,2014
"Campeche","Credencializados",92.2,2014
"Coahuila","Credencializados",90.41,2014
"Colima","Credencializados",88.88,2014
"Chiapas","Credencializados",90.84,2014
"Chihuahua","Credencializados",89.65,2014
"Ciudad de México","Credencializados",88.67,2014
"Durango","Credencializados",89.87,2014
"Guanajuato","Credencializados",91.52,2014
"Guerrero","Credencializados",87.98,2014
"Hidalgo","Credencializados",90.04,2014
"Jalisco","Credencializados",89.52,2014
"México","Credencializados",88.6,2014
"Michoacán","Credencializados",88.04,2014
"Morelos","Credencializados",91.19,2014
"Nayarit","Credencializados",87.65,2014
"Nuevo León","Credencializados",88.68,2014
"Oaxaca","Credencializados",88.53,2014
"Puebla","Credencializados",88.53,2014
"Querétaro","Credencializados",91.98,2014
"Quintana Roo","Credencializados",91.46,2014
"San Luis Potosí","Credencializados",90.37,2014
"Sinaloa","Credencializados",88.66,2014
"Sonora","Credencializados",88.62,2014
"Tabasco","Credencializados",91.66,2014
"Tamaulipas","Credencializados",90.89,2014
"Tlaxcala","Credencializados",89.35,2014
"Veracruz","Credencializados",90.81,2014
"Yucatán","Credencializados",90.36,2014
"Zacatecas","Credencializados",91.82,2014
"Nacional","Credencializados",92.87,2015
"Nacional","Credencializados",94.07,2017
"Aguascalientes","Credencializados",92.1,2017
"Baja California","Credencializados",92.37,2017
"Baja California Sur","Credencializados",92.65,2017
"Campeche","Credencializados",93.34,2017
"Coahuila","Credencializados",93.37,2017
"Colima","Credencializados",93.76,2017
"Chiapas","Credencializados",95.23,2017
"Chihuahua","Credencializados",93.35,2017
"Ciudad de México","Credencializados",94.64,2017
"Durango","Credencializados",93.84,2017
"Guanajuato","Credencializados",94.77,2017
"Guerrero","Credencializados",95.95,2017
"Hidalgo","Credencializados",94.48,2017
"Jalisco","Credencializados",93.6,2017
"México","Credencializados",93.41,2017
"Michoacán","Credencializados",94.31,2017
"Morelos","Credencializados",93.22,2017
"Nayarit","Credencializados",94.3,2017
"Nuevo León","Credencializados",94.6,2017
"Oaxaca","Credencializados",94.46,2017
"Puebla","Credencializados",94.16,2017
"Querétaro","Credencializados",94.03,2017
"Quintana Roo","Credencializados",90.68,2017
"San Luis Potosí","Credencializados",94.91,2017
"Sinaloa","Credencializados",94.76,2017
"Sonora","Credencializados",92.44,2017
"Tabasco","Credencializados",96.76,2017
"Tamaulipas","Credencializados",95.7,2017
"Tlaxcala","Credencializados",93.97,2017
"Veracruz","Credencializados",93.62,2017
"Yucatán","Credencializados",94.93,2017
"Zacatecas","Credencializados",94.27,2017
"Nacional","Credencializados en el estado",88.2,2003
"Aguascalientes","Credencializados en el estado",90.58,2003
"Baja California","Credencializados en el estado",82.47,2003
"Baja California Sur","Credencializados en el estado",87.31,2003
"Campeche","Credencializados en el estado",88.11,2003
"Coahuila","Credencializados en el estado",87.66,2003
"Colima","Credencializados en el estado",87.33,2003
"Chiapas","Credencializados en el estado",89.71,2003
"Chihuahua","Credencializados en el estado",87.35,2003
"Ciudad de México","Credencializados en el estado",90.17,2003
"Durango","Credencializados en el estado",87.97,2003
"Guanajuato","Credencializados en el estado",91.62,2003
"Guerrero","Credencializados en el estado",87.05,2003
"Hidalgo","Credencializados en el estado",85.66,2003
"Jalisco","Credencializados en el estado",90.13,2003
"México","Credencializados en el estado",84.97,2003
"Michoacán","Credencializados en el estado",86.64,2003
"Morelos","Credencializados en el estado",89.18,2003
"Nayarit","Credencializados en el estado",87.43,2003
"Nuevo León","Credencializados en el estado",90.09,2003
"Oaxaca","Credencializados en el estado",86.55,2003
"Puebla","Credencializados en el estado",89.68,2003
"Querétaro","Credencializados en el estado",88.42,2003
"Quintana Roo","Credencializados en el estado",85.26,2003
"San Luis Potosí","Credencializados en el estado",86.71,2003
"Sinaloa","Credencializados en el estado",89.73,2003
"Sonora","Credencializados en el estado",89.73,2003
"Tabasco","Credencializados en el estado",91.42,2003
"Tamaulipas","Credencializados en el estado",86.34,2003
"Tlaxcala","Credencializados en el estado",89.48,2003
"Veracruz","Credencializados en el estado",89.13,2003
"Yucatán","Credencializados en el estado",90.21,2003
"Zacatecas","Credencializados en el estado",88.78,2003
"Nacional","Credencializados en el estado",86.1,2005
"Aguascalientes","Credencializados en el estado",87.58,2005
"Baja California","Credencializados en el estado",76.62,2005
"Baja California Sur","Credencializados en el estado",82.16,2005
"Campeche","Credencializados en el estado",87.24,2005
"Coahuila","Credencializados en el estado",83.12,2005
"Colima","Credencializados en el estado",83.74,2005
"Chiapas","Credencializados en el estado",89.78,2005
"Chihuahua","Credencializados en el estado",84.24,2005
"Ciudad de México","Credencializados en el estado",87.42,2005
"Durango","Credencializados en el estado",82.74,2005
"Guanajuato","Credencializados en el estado",89.43,2005
"Guerrero","Credencializados en el estado",83.64,2005
"Hidalgo","Credencializados en el estado",86.12,2005
"Jalisco","Credencializados en el estado",86.95,2005
"México","Credencializados en el estado",81.56,2005
"Michoacán","Credencializados en el estado",84.58,2005
"Morelos","Credencializados en el estado",87.05,2005
"Nayarit","Credencializados en el estado",85.25,2005
"Nuevo León","Credencializados en el estado",87.29,2005
"Oaxaca","Credencializados en el estado",88.97,2005
"Puebla","Credencializados en el estado",86.58,2005
"Querétaro","Credencializados en el estado",85.87,2005
"Quintana Roo","Credencializados en el estado",78.91,2005
"San Luis Potosí","Credencializados en el estado",86.58,2005
"Sinaloa","Credencializados en el estado",89.06,2005
